db_no,inventory_th,years_after_thin,target_stand,plot_install_year,region_symbol,experiment,thinning_intensity,thinning_intensity_rate,plot_size,plot_size_corrected,thin_ba_rate_apply,thin_rate_rank,thin_rate_text,thin_rate_class1,thin_rate_class2,si_v3,si_v4,age_establish,age_est_class,age,age_class,ba,dbh,Hd_v3,Hd_v4,height_v3,height_v4,tph,vol_v3,vol_v4,bagr,dbhgr,Dq,sdi_max,sdi,rd
33975,1,0,b잣나무림,2014,남부09,b잣나무림_2014_남부09,a무간벌,0,0.03,0.02598076211353316,0,1,a무간벌,0,0,18.273524138930625,18.211301916708404,40,4,40,4,39.72268975655983,22.525,18.32,18.133333333333333,15.846296296296297,15.846296296296297,923.7604307034012,331.59497752570735,331.59497752570735,0.30953158767921707,0.9938636363636384,23.39886037110925,1089.0740805976213,852.4324270720615,0.7827129873518756
34001,1,0,b잣나무림,2014,남부09,b잣나무림_2014_남부09,b약도간벌,20,0.0375,0.03180180360586597,16.532099964497775,2,b약도간벌,1,2,16.98993353464625,17.574663317937556,40,4,40,4,35.59284349136032,25.15,NA,18.744122884520163,NaN,15.910003719546442,691.7846633057633,277.16729243539345,303.1828690648904,1.687695294181097,0.577272727272728,25.594752658237663,1089.0740805976213,711.8162832135714,0.6535976715403671
34032,1,0,b잣나무림,2014,남부09,b잣나무림_2014_남부09,c강도간벌,40,0.05,0.04373098535696979,37.44688592663742,3,c강도간벌,3,4,17.748853545543323,18.22202466705442,40,4,40,4,30.690739756853407,28.755,NA,19.16836691007661,NaN,16.499816824143604,457.341627149328,271.22484671179774,275.77666792760164,1.3453479390343226,0.625,29.230643167744365,1089.0740805976213,552.9367754490751,0.5077127307498266
34073,1,0,b잣나무림,2014,남부10,b잣나무림_2014_남부10,a무간벌,0,0.0225,0.01796929897606409,0,1,a무간벌,0,0,22.550726901882157,22.550726901882157,15,2,15,2,14.52457602405238,9.851515151515152,7.5,7.5,6.451515151515151,6.451515151515151,1836.4656319624644,66.95798582920239,66.95798582920239,8.912715632406584,2.6424242424242426,10.034954062191968,1089.0740805976213,606.2999364054896,0.5567113819041465
34106,1,0,b잣나무림,2014,남부10,b잣나무림_2014_남부10,b약도간벌,20,0.03,0.024270509831248423,24.22404111955771,2,b약도간벌,2,2,24.329357880369283,27.66805055173282,15,2,15,2,11.354314833178677,10.796551724137931,NA,10.44909274133704,NaN,7.811130865205242,1194.86571158313,1.7742766962627505,63.11803656871014,8.389507137228868,3.455172413793104,10.999576794366794,1089.0740805976213,440.9792639117275,0.4049120916271769
34151,1,0,b잣나무림,2014,남부10,b잣나무림_2014_남부10,c강도간벌,40,0.05,0.039400537680336106,37.26295495917734,3,c강도간벌,3,4,24.640611135460382,28.321908323441818,15,2,15,2,10.352921491499966,11.894444444444444,NA,10.856484083660087,NaN,8.90654416842758,913.6931148522566,1.57125774531999,58.62643168475978,8.183179038159004,4.0166666666666675,12.01119847845705,1089.0740805976213,375.2236968649099,0.3445345946154634
34215,1,0,b잣나무림,2014,남부11,b잣나무림_2014_남부11,a무간벌,0,0.04,0.03734321705988807,0,1,a무간벌,0,0,20.39386544749411,20.39386544749411,15,2,15,2,9.838735790927352,9.540816326530612,6.233333333333333,6.233333333333333,5.221003401360544,5.221003401360544,1312.1526172053605,40.51273526190233,40.51273526190233,9.213689477252924,3.828775510204082,9.770854201999676,1089.0740805976213,419.3980777666724,0.3850960051648009
34264,1,0,b잣나무림,2014,남부11,b잣나무림_2014_남부11,b약도간벌,20,0.0625,0.06064348289224978,23.20361928714584,2,b약도간벌,2,2,20.967073743522057,24.703349864471075,15,2,15,2,8.099031098564161,9.833898305084746,NA,9.78904405752105,NaN,7.485832438508301,972.8992661063038,8.717695204599869,47.13595839430415,7.071337567626161,3.955756867329047,10.295267960227232,1089.0740805976213,331.341648290944,0.30424160687868246
34331,1,0,b잣나무림,2014,남부11,b잣나무림_2014_남부11,c강도간벌,40,0.09,0.08803328406604251,37.99384791681336,3,c강도간벌,3,4,21.38461466755978,25.097982127654955,15,2,15,2,9.114275704314858,10.774418604651162,NA,9.89516586317374,NaN,8.099252598652248,976.9032350932501,0.23477710980877137,49.8070568928422,7.976271491554053,4.204152823920266,10.899093198892263,1089.0740805976213,356.54284633056534,0.32738162874550747
34461,1,0,b잣나무림,2014,남부12,b잣나무림_2014_남부12,a무간벌,0,0.04,0.03354682271781696,0,1,a무간벌,0,0,19.398047556095616,19.398047556095616,35,4,35,4,48.42668878461672,28.136,17.7,17.7,15.713428571428572,15.713428571428572,745.2270580224671,385.7048117212832,385.7048117212832,3.5116827161170363,0.9559999999999995,28.764255596138764,1089.0740805976213,883.5734458408892,0.8113070190377085
34486,1,0,b잣나무림,2014,남부12,b잣나무림_2014_남부12,b약도간벌,20,0.0625,0.05617462789369794,21.133165739497144,2,b약도간벌,2,2,20.09500658059957,20.43001491704907,35,4,35,4,25.03240963492894,29.066666666666666,NA,18.99954103192057,NaN,17.85938994520588,373.8342519996635,218.78577679690875,223.6954661382228,3.002247184294763,1.6952380952380963,29.19892365922318,1089.0740805976213,451.3790051124959,0.41446125029879055
34514,1,0,b잣나무림,2014,남부12,b잣나무림_2014_남부12,c강도간벌,40,0.09,0.0888919506535624,40.08964628063156,3,c강도간벌,4,4,21.28318901782192,21.324401675154466,35,4,35,4,22.73659675514174,30.160714285714285,NA,19.275795205447004,NaN,17.53247534260987,314.98915024515645,205.14873243215504,206.15801995877416,1.9454722314787425,1.8355820105820122,30.3158668969615,1089.0740805976213,398.0625806978584,0.36550551315978846
34568,1,0,b잣나무림,2014,남부13,b잣나무림_2014_남부13,a무간벌,0,0.04,0.034286692028084494,0,1,a무간벌,0,0,18.795140519648438,18.795140519648438,74,8,74,8,53.00503665725249,41.23076923076923,24.266666666666666,24.266666666666666,21.069230769230767,21.069230769230767,379.1558540949824,560.7236176558637,560.7236176558637,1.9664393879458544,0.8192307692307637,42.189535705870526,1089.0740805976213,715.7109753462564,0.657173821411226
34581,1,0,b잣나무림,2014,남부13,b잣나무림_2014_남부13,b약도간벌,20,0.0625,0.05412658773652742,8.977595127365646,2,b약도간벌,0,1,19.097323750226344,18.104513500886473,74,8,74,8,51.99994456678501,36.576,NA,20.96609762063472,NaN,19.23970018982532,461.8802153517006,553.3474850805652,506.8446465536537,2.750862559758694,0.9821818181818145,37.860977272120174,1089.0740805976213,764.4891633867098,0.7019624991600223
34617,1,0,b잣나무림,2014,남부13,b잣나무림_2014_남부13,c강도간벌,40,0.075,0.06622106946441952,17.277933933923322,3,c강도간벌,1,2,21.01531310647698,19.45236250777412,74,8,74,8,44.458072216522524,43.86842105263158,NA,21.236084983369338,NaN,20.49925625037501,286.91774617455656,505.4207259214246,446.5909038999258,3.1233376521678906,1.5354385964912254,44.41725008668545,1089.0740805976213,576.5122002974565,0.5293599494913144
34652,1,0,b잣나무림,2014,남부14,b잣나무림_2014_남부14,a무간벌,0,0.04,0.03276608177155967,0,1,a무간벌,0,0,16.008414768807313,16.008414768807313,66,7,66,7,64.66232188080757,33.165217391304346,20.04,20.04,17.33478260869565,17.33478260869565,701.9453885378372,567.0861281646472,567.0861281646472,2.866105285333518,0.7152173913043498,34.24751339751609,1089.0740805976213,1028.6228234418538,0.9444929796487349
34676,1,0,b잣나무림,2014,남부14,b잣나무림_2014_남부14,b약도간벌,20,0.05,0.04045084971874738,20.023944926668662,2,b약도간벌,2,2,15.17863827850097,15.681919359435296,66,7,66,7,47.31442042272694,40.97142857142857,NA,21.159497673240377,NaN,17.941245995305323,346.09903369994106,524.2283746185954,469.8042913607641,2.96085247246301,1.2535714285714334,41.72070400720898,1089.0740805976213,644.5077958749748,0.5917942657503206
34701,1,0,b잣나무림,2014,남부14,b잣나무림_2014_남부14,c강도간벌,40,0.05,0.04045084971874738,39.278389977232905,3,c강도간벌,3,4,14.80946747666274,15.296549543636013,66,7,66,7,41.33421959123173,37.18666666666667,NA,20.629805519649715,NaN,18.611637751366313,370.82039324993684,433.5665560041812,401.33735408697385,2.2387551920920146,1,37.67281955645653,1089.0740805976213,610.0685876638462,0.5601717996346728
34734,1,0,b잣나무림,2014,남부15,b잣나무림_2014_남부15,a무간벌,0,0.04,0.03994518139018295,0,1,a무간벌,0,0,18.641568245879423,18.641568245879423,29,3,29,3,39.127481998481876,18.02866931121529,14.135714285714286,14.135714285714286,13.020338983050847,13.020338983050847,1477.0242103469336,265.70343762299154,265.70343762299154,5.05904138094197,1.2709088252483944,18.365476571017222,1089.0740805976213,1015.7223850227834,0.9326476528257961
34795,1,0,b잣나무림,2014,남부15,b잣나무림_2014_남부15,b약도간벌,20,0.0625,0.052416910496589,0,1,a무간벌,0,0,19.62116365273758,20.61269761069852,29,3,29,3,36.65285092404311,21.336538461538463,NA,17.000878149105358,NaN,15.03678412146687,992.0462596395082,228.83403249759553,288.03854458989065,6.522005912517628,1.7923076923076913,21.68917223657216,1089.0740805976213,834.8840371396981,0.7665998594710487
34847,1,0,b잣나무림,2014,남부15,b잣나무림_2014_남부15,c강도간벌,40,0.09,0.07461338152995374,0,1,a무간벌,0,0,19.076410801415072,20.320609642734674,29,3,29,3,37.38571087916461,21.003846153846155,NA,17.161319619107022,NaN,14.966728487188586,1045.3888887033847,227.81672471413245,291.53877480154483,6.101238744714998,1.9948380566801625,21.338748311163418,1089.0740805976213,862.5486386625158,0.7920018059645664
34925,1,0,b잣나무림,2014,동부01,b잣나무림_2014_동부01,a무간벌,0,0.04,0.036252311481466,0,1,a무간벌,0,0,18.32270305320196,18.32270305320196,39,4,39,4,33.33714881340156,29.83529411764706,18.2,18.2,17.141176470588235,17.141176470588235,468.935615559059,280.56735913350064,280.56735913350064,3.078932797005791,1.3470588235294123,30.085877085436618,1089.0740805976213,587.1561299350246,0.5391333247163748
34942,1,0,b잣나무림,2014,동부01,b잣나무림_2014_동부01,b약도간벌,20,0.0625,0.057948990910424214,20.190748871462873,2,b약도간벌,2,2,19.7245122829059,19.826377168085095,39,4,39,4,40.620226350339955,30.25625,NA,19.66410976740405,NaN,17.90769101923693,552.2097882509227,371.1240120340271,370.2029583360989,2.6258235593782047,0.8968749999999979,30.60371709449688,1089.0740805976213,705.8992387511028,0.6481645751441865
34986,1,0,b잣나무림,2014,동부01,b잣나무림_2014_동부01,c강도간벌,40,0.09,0.08221909118783408,39.0011867974383,3,c강도간벌,3,4,19.003550076583608,19.134243258044545,39,4,39,4,20.81746538453704,28.66923076923077,NA,19.04122584301265,NaN,17.510717917741655,316.2282582350802,181.43251384183748,185.81365092759913,0.028733930786248862,1.264102564102565,28.951338483738542,1089.0740805976213,377.8966108666517,0.34698889414325584
35033,1,0,b잣나무림,2014,동부02,b잣나무림_2014_동부02,a무간벌,0,0.04,0.03734321705988807,0,1,a무간벌,0,0,18.304825478571065,18.304825478571065,37,4,37,4,43.45403608338242,24.233333333333334,17.257142857142856,17.257142857142856,15.319354838709677,15.319354838709677,883.6946197505489,337.14796526096984,340.7264970805234,NA,NA,25.02182683542148,1089.0740805976213,884.6314146978898,0.8122784578735497
35070,1,0,b잣나무림,2014,동부02,b잣나무림_2014_동부02,b약도간벌,20,0.0625,0.059441032268447096,19.778339502182106,2,b약도간벌,1,2,NaN,19.658215704935785,37,4,37,4,35.49656610074014,23.458695652173912,NA,18.53307135507793,NaN,15.4764798627502,773.8761970393647,262.7506388089856,297.38544271642434,NA,NA,24.166429284191455,1089.0740805976213,742.6615614204363,0.6819201509349174
35136,1,0,b잣나무림,2014,동부02,b잣나무림_2014_동부02,c강도간벌,40,0.09,0.08559508646656382,38.91281555876134,3,c강도간벌,3,4,NaN,19.73975759104925,37,4,37,4,27.757894735561425,26.485714285714284,NA,18.609946164900528,NaN,15.844207562804199,490.6823713111914,226.1217179511893,240.72895048111388,NA,NA,26.837873026218542,1089.0740805976213,534.8158288852387,0.4910738749670385
35234,1,0,b잣나무림,2014,동부03,b잣나무림_2014_동부03,a무간벌,0,0.04,0.03682019413809762,0,1,a무간벌,0,0,21.908011619642682,21.908011619642682,41,5,41,5,42.87851209734995,27.6764,22.2,22.2,19.52,19.52,678.9752358783101,419.28729498935894,419.28729498935894,2.3556504008194494,0.7531999999999996,28.356194420267336,1089.0740805976213,791.1781949085938,0.7264686663688118
35259,1,0,b잣나무림,2014,동부03,b잣나무림_2014_동부03,b약도간벌,20,0.0625,0.05834877665607511,23.220157061804244,2,b약도간벌,2,2,20.226816086848963,19.823608631776835,41,5,41,5,24.639971241862106,29.18095238095238,NA,19.349886784638215,NaN,16.97173045278631,359.90471786204176,218.72296783914214,221.70698579376443,1.7660724343195469,1.0047619047619065,29.52442088460718,1089.0740805976213,440.4484609190473,0.4044247023832892
35291,1,0,b잣나무림,2014,동부03,b잣나무림_2014_동부03,c강도간벌,40,0.09,0.08284543681071962,40.31930685389852,3,c강도간벌,4,4,20.866926561478557,20.264650921040232,41,5,41,5,18.966045052345375,30.485714285714284,NA,19.393543313467774,NaN,16.5812841595725,253.4840880612358,174.56020460174315,173.51559921038782,1.6434631572604985,1.2911904761904793,30.865129037089588,1089.0740805976213,327.3965254011149,0.3006191509226429
35338,1,0,b잣나무림,2014,동부04,b잣나무림_2014_동부04,a무간벌,0,0.04,0.036541818305704035,0,1,a무간벌,0,0,23.616736743079752,23.616736743079752,32,4,32,4,33.75350395051497,34.353846153846156,20.5,20.5,18.869230769230768,18.869230769230768,355.7567905144652,313.42712432381063,313.42712432381063,-1.7281768574794114,0.5294871794871767,34.75664850621555,1089.0740805976213,530.746268261312,0.4873371588919543
35352,1,0,b잣나무림,2014,동부04,b잣나무림_2014_동부04,b약도간벌,20,0.0625,0.05834877665607511,10.055510079265488,2,b약도간벌,1,1,24.613573736148414,24.64270854755825,32,4,32,4,32.464571953970065,35.26842105263158,NA,20.512584185446485,NaN,19.27444323164167,325.62807806565684,329.1470652967049,310.40028103740354,0.43630556675457655,1.2149122807017534,35.62861800649349,1089.0740805976213,500.6342128794216,0.4596879328949802
35374,1,0,b잣나무림,2014,동부04,b잣나무림_2014_동부04,c강도간벌,40,0.09,0.08344654691101086,19.790954078029827,3,c강도간벌,1,2,24.147773028355267,24.239917207308434,32,4,32,4,21.89456918290922,34.66315789473684,NA,20.28274222030346,NaN,19.121981187148698,227.69066789860096,219.41796608463406,208.3063443887808,2.7092134247395023,2.0894736842105246,34.99054007495229,1089.0740805976213,342.46431792251,0.314454566520016
35399,1,0,b잣나무림,2014,동부05,b잣나무림_2014_동부05,a무간벌,0,0.04,0.037587704831436336,0,1,a무간벌,0,0,20.42607876987267,20.42607876987267,39,4,39,4,36.3749313427307,29.847368421052632,19.8,19.8,18.74561403508772,18.74561403508772,505.48444192605825,335.7878568825,335.7878568825,3.3758093995770864,1.3473684210526322,30.269291369306952,1089.0740805976213,637.6066804718463,0.5854575844114887
35418,1,0,b잣나무림,2014,동부05,b잣나무림_2014_동부05,b약도간벌,20,0.0625,0.06007885599614493,23.12114755052403,2,b약도간벌,2,2,20.72200752451881,20.339130303718225,39,4,39,4,28.667278159062956,29.364,NA,19.215724242220954,NaN,17.759857922091875,416.1197743446408,254.4722323104989,257.90505600935285,3.5316660398475186,1.7680000000000007,29.61686681605602,1089.0740805976213,511.18053904374966,0.46937168751940467
35453,1,0,b잣나무림,2014,동부05,b잣나무림_2014_동부05,c강도간벌,40,0.09,0.07632432865407833,40.46205269643139,3,c강도간벌,4,4,19.793761905192966,19.832790057884864,39,4,39,4,21.8027007274091,30.836363636363636,NA,19.54702836347702,NaN,18.21801940932571,288.2436097107347,200.5819988196118,199.47238196392226,3.219455910406481,2.2090909090909108,31.033471665870128,1089.0740805976213,374.7581225214413,0.3441070990467385
35493,1,0,b잣나무림,2014,동부06,b잣나무림_2014_동부06,a무간벌,0,0.04,0.033921923846257036,0,1,a무간벌,0,0,17.835910066706727,17.835910066706727,34,4,34,4,20.765055343582215,19.14782608695652,15.84153846153846,15.84153846153846,13.25034965034965,13.25034965034965,678.0275819332055,144.40052975135433,146.40824311165827,1.7618825014445747,1.2203557312252968,19.74685445506614,1089.0740805976213,509.18244500117305,0.4675370152246787
35517,1,0,b잣나무림,2014,동부06,b잣나무림_2014_동부06,b약도간벌,20,0.0625,0.05518422455368294,2.1947895663816297,3,c강도간벌,0,0,16.1758288066015,17.76436495268205,34,4,34,4,27.946534469230013,20.01276595744681,NA,16.99178689505361,NaN,14.551525498444201,851.6926781181575,160.7164198053064,214.23073662692167,2.706455914785181,0.904255319148934,20.439844276377286,1089.0740805976213,666.9536159500266,0.6124042687564841
35566,1,0,b잣나무림,2014,동부06,b잣나무림_2014_동부06,c강도간벌,40,0.09,0.07794228634059948,0.3844687059324343,2,b약도간벌,0,0,15.292943647051217,16.915858541690017,34,4,34,4,27.163338358814027,17.6,NA,16.2769853428291,NaN,13.396241596665055,1052.060490523318,126.62261608380857,197.26057352516426,2.918917086872728,0.7313253012048193,18.131188598655083,1089.0740805976213,712.2926157549757,0.6540350454067463
35649,1,0,b잣나무림,2014,동부07,b잣나무림_2014_동부07,a무간벌,0,0.04,0.031520430144268884,0,1,a무간벌,0,0,17.742091315114507,17.742091315114507,73,8,73,8,48.78108201516121,40.28333333333333,22.675,22.675,20.933333333333334,20.933333333333334,380.7054645217736,499.5279792469092,499.5279792469092,-2.0608197795144605,0.8530303030303017,40.3911500207657,1089.0740805976213,681.6166985893383,0.625868075214228
35661,1,0,b잣나무림,2014,동부07,b잣나무림_2014_동부07,b약도간벌,10,0.0625,0.047877777694936126,0,1,a무간벌,0,0,18.420409035134462,17.234252215068086,73,8,73,8,48.09725685157201,39.01578947368421,NA,20.819661755695773,NaN,20.08028435882417,396.8438159570127,514.3013436608265,471.4789398937804,2.4761859818121295,1,39.28306853702001,1089.0740805976213,686.9158366338735,0.6307338030273694
35680,1,0,b잣나무림,2014,동부07,b잣나무림_2014_동부07,c강도간벌,20,0.09,0.07092096782460498,0,1,a무간벌,0,0,18.49054558736239,17.399846909824245,73,8,73,8,50.4007553587464,41.30384615384615,NA,21.15833320790551,NaN,20.296423362148904,366.6052621320783,557.7787756341909,500.6745792929034,1.6434110478901545,0.657692307692308,41.838319755936666,1089.0740805976213,685.0319653339812,0.6290040113323375
35706,1,0,b잣나무림,2014,동부08,b잣나무림_2014_동부08,a무간벌,0,0.04,0.03926508733790656,0,1,a무간벌,0,0,18.503101195937376,18.503101195937376,45,5,45,5,49.2770493234039,26.851612903225806,19.933333333333334,19.933333333333334,17.02,17.02,789.505438590291,419.0941057602992,436.3751640266573,3.0984403691190536,1.9104560622914342,28.190309476610874,1089.0740805976213,913.4438902970847,0.8387343951807569
35738,1,0,b잣나무림,2014,동부08,b잣나무림_2014_동부08,b약도간벌,20,0.0625,0.061134225045862856,0,1,a무간벌,0,0,17.955971974539576,18.151496277572704,45,5,45,5,39.1263641595635,25.947619047619046,NA,19.817453832251914,NaN,17.162253655477095,687.0128797492996,327.4148512553128,344.2509681059751,2.5865602076551184,1.1206736353077815,26.928202599469863,1089.0740805976213,751.8658587187372,0.6903716396465486
35782,1,0,b잣나무림,2014,동부08,b잣나무림_2014_동부08,c강도간벌,40,0.09,0.08732661536483968,0,1,a무간벌,0,0,18.034089938381573,18.405369680540865,45,5,45,5,31.95393015870497,27.795348837209303,NA,20.281515542206513,NaN,18.14762324819681,492.40428957828465,282.48527779232217,287.3785110659626,2.311829456155799,0.5796511627906966,28.74460111087395,1089.0740805976213,583.331544076059,0.5356215472100485
35825,1,0,b잣나무림,2014,동부09,b잣나무림_2014_동부09,a무간벌,0,0.04,0.031520430144268884,54.05706312868786,2,b약도간벌,5,5,19.040300673869105,19.040300673869105,34,4,34,4,20.95491944182425,26.225,16.733333333333334,16.733333333333334,14.211538461538462,14.211538461538462,380.7054645217736,147.95507673133537,147.95507673133537,2.4991367386767713,1.4833333333333307,26.47302085772105,1089.0740805976213,408.10849621770564,0.37472978513432176
35851,1,0,b잣나무림,2014,동부09,b잣나무림_2014_동부09,b약도간벌,20,0.0625,0.050563562148434216,23.928306235717784,1,a무간벌,2,2,16.511720333733116,18.89813688172392,34,4,34,4,26.28848149104423,26.325,NA,18.687771625992518,NaN,16.59447999156722,474.65010335991923,210.89483309534234,226.3432244501473,2.4160009805951788,1.1875,26.55528823668336,1089.0740805976213,510.735580141219,0.46896312127909295
35886,1,0,b잣나무림,2014,동부09,b잣나무림_2014_동부09,c강도간벌,40,0.09,0.07461338152995374,57.42037761160096,3,c강도간벌,5,6,19.304923559353924,20.075539048810413,34,4,34,4,21.78395345766547,26.076666666666668,NA,18.302858764582528,NaN,16.330093512900614,402.07264950130184,172.4843658886235,186.48132982641084,2.9342307659893585,2.1612643678160914,26.26462132476563,1089.0740805976213,426.89774888809774,0.3919822870578655
35967,1,0,b잣나무림,2014,동부10,b잣나무림_2014_동부10,a무간벌,0,0.04,0.031945420401891716,0,1,a무간벌,0,0,18.920806382530014,18.920806382530014,31,4,31,4,23.826491690936127,19.968649885583524,14.74,14.74,12.309090909090909,12.309090909090909,719.9780034398296,154.85566161678642,157.81145990812487,4.983646716531808,2.0334096109839805,20.527000604665048,1089.0740805976213,566.7290548046241,0.5203769558941626
35990,1,0,b잣나무림,2014,동부10,b잣나무림_2014_동부10,b약도간벌,20,0.05,0.04045084971874738,14.361029054415724,2,b약도간벌,1,1,19.68205984792364,20.288844537208387,31,4,31,4,22.27322986295996,22.663636363636364,NA,17.316230391897037,NaN,15.585150846907444,543.8699100999074,148.40033378131696,178.43380794499643,3.391237256348287,1.65909090909091,22.83490151659795,1089.0740805976213,487.22736089610714,0.4473776114740925
36016,1,0,b잣나무림,2014,동부10,b잣나무림_2014_동부10,c강도간벌,40,0.09,0.07548035111508816,42.21924477106103,3,c강도간벌,4,4,19.19691476801106,19.509045109067436,31,4,31,4,10.356614902393574,20.275,NA,16.213666195625308,NaN,14.49159478014226,317.96354475625265,56.54934478897484,77.8186766391422,1.8087069513548055,1.7041666666666693,20.36457299658732,1089.0740805976213,247.8818574866418,0.2276078936252146
36056,1,0,b잣나무림,2014,동부11,b잣나무림_2014_동부11,a무간벌,0,0.04,0.03354682271781696,0,1,a무간벌,0,0,18.7723748498585,18.7723748498585,70,7,70,7,37.954525264256475,42.27777777777778,23.1,23.1,21.855555555555554,21.855555555555554,268.28174088808817,402.09426579870706,402.09426579870706,1.577898463403045,0.87777777777778,42.44155458457614,1089.0740805976213,510.0952939917644,0.46837520337629684
36065,1,0,b잣나무림,2014,동부11,b잣나무림_2014_동부11,b약도간벌,10,0.0625,0.050563562148434216,9.78796538619659,2,b약도간벌,0,1,19.477241923415598,18.48505827192338,70,7,70,7,34.936401524639145,44.99090909090909,NA,21.220362452430702,NaN,20.800028876351057,217.54796403996298,398.97130152300207,352.2114530326821,1.786876288605285,1.1409090909090907,45.21855009536765,1089.0740805976213,446.7180327080642,0.4101814933130453
36077,1,0,b잣나무림,2014,동부11,b잣나무림_2014_동부11,c강도간벌,20,0.09,0.07548035111508816,16.125598614587133,3,c강도간벌,1,2,19.015760437440836,18.112281447675098,70,7,70,7,30.066260776496296,42.34375,NA,20.969114235849577,NaN,20.40412775086632,211.97569650416844,333.7343908428715,299.75380069287473,2.1772014025285706,1.5062500000000014,42.496360138251845,1089.0740805976213,403.6702183812482,0.3706545087913002
36097,1,0,b잣나무림,2014,동부12,b잣나무림_2014_동부12,a무간벌,0,0.04,0.03939231012048832,0,1,a무간벌,0,0,19.85499432441866,19.85499432441866,53,6,53,6,29.748316280745275,42.95,23.2,23.2,22.1625,22.1625,203.085322377149,318.7158024466823,318.7158024466823,2.999510704870982,2.0374999999999943,43.186398321693844,1089.0740805976213,394.3774215203922,0.36212175879163383
36105,1,0,b잣나무림,2014,동부12,b잣나무림_2014_동부12,b약도간벌,10,0.0625,0.06037036414306677,8.775425677284275,2,b약도간벌,0,1,19.729178015625976,19.16634906944218,53,6,53,6,25.473533901526043,39.80833333333334,NA,21.20087436167015,NaN,20.114782527726465,198.77302663873593,277.3918103312157,251.29591659874316,2.6280432302419534,2.0416666666666643,40.39437873434043,1089.0740805976213,355.918619255017,0.32680845646396184
36118,1,0,b잣나무림,2014,동부12,b잣나무림_2014_동부12,c강도간벌,20,0.09,0.08732661536483968,19.037040319989373,3,c강도간벌,1,2,19.63441839381143,19.06664617259495,53,6,53,6,27.602000943136904,42.194117647058825,NA,21.072088159824876,NaN,19.541901927458955,194.67146332164742,306.83709986988106,275.1257424090073,3.0341575554594193,2.264705882352942,42.48877360377611,1089.0740805976213,370.637018751857,0.3403230554789006
36142,1,0,b잣나무림,2014,동부13,b잣나무림_2014_동부13,a무간벌,0,0.04,0.03682019413809762,5.391034254740248,1,a무간벌,0,1,20.32376692696363,20.32376692696363,18,2,18,2,13.306221463012333,12.343589743589744,8.4,8.4,7.256447368421052,7.256447368421052,1059.2013679701638,60.10992654857347,60.10992654857347,7.88109412287684,3.2333333333333325,12.647164473935225,1089.0740805976213,463.0974024155856,0.4252212137501834
36186,1,0,b잣나무림,2014,동부13,b잣나무림_2014_동부13,b약도간벌,20,0.0625,0.05664423668979062,20.05499768198146,2,b약도간벌,2,2,20.147712528912272,22.46812876967971,18,2,18,2,9.779167361653679,11.975,NA,11.018966984946747,NaN,9.077126257154614,847.3942417631937,3.071066187239383,55.85686063771726,6.241146721436968,3.383333333333333,12.121691988607312,1089.0740805976213,351.8874118829097,0.3231069567736054
36251,1,0,b잣나무림,2014,동부13,b잣나무림_2014_동부13,c강도간벌,40,0.09,0.08221909118783408,38.271823013515856,3,c강도간벌,3,4,20.034568266525277,22.63886917248287,18,2,18,2,7.978241442401738,12.688235294117646,NA,11.319148695806142,NaN,9.285224474470217,620.2938911534266,3.5508906238457754,46.45459788992797,5.5354274629092055,3.8313725490196084,12.797050824464268,1089.0740805976213,275.10816887644023,0.2526073972171633
36346,1,0,b잣나무림,2014,동부14,b잣나무림_2014_동부14,a무간벌,0,0.04,0.030641777724759123,0,1,a무간벌,0,0,19.06796280477978,19.06796280477978,35,4,35,4,32.62087264742832,24.670263157894738,16.9,16.9,13.738,13.738,652.7036446661393,232.0280219522775,232.0280219522775,4.276848066698889,1.5526315789473664,25.225793009615952,1089.0740805976213,659.8676548293358,0.6058978600126433
36366,1,0,b잣나무림,2014,동부14,b잣나무림_2014_동부14,b약도간벌,20,0.0625,0.049250672100420126,15.950111660551926,2,b약도간벌,1,2,17.054986762406738,18.183215402163672,35,4,35,4,26.888285377905497,23.36,NA,17.98813211958778,NaN,15.595986553557806,609.1287432348378,190.47972342127647,220.80841124776416,2.641134390139129,1.9471428571428575,23.70729845427353,1089.0740805976213,571.1033007906519,0.5243934374760468
36404,1,0,b잣나무림,2014,동부14,b잣나무림_2014_동부14,c강도간벌,40,0.09,0.07632432865407833,32.21407724984533,3,c강도간벌,3,3,17.13709519111456,18.09805804278449,35,4,35,4,20.587861991041674,25.061290322580646,NA,18.027011050736004,NaN,15.88572839459417,406.16145004694437,158.31481276126942,174.21453465749377,3.582836313917859,2.1322580645161295,25.404539853366575,1089.0740805976213,414.15462737708464,0.38028141037919144
36454,1,0,b잣나무림,2014,동부15,b잣나무림_2014_동부15,a무간벌,0,0.04,0.032360679774997896,0,1,a무간벌,0,0,16.95978161563831,16.95978161563831,40,4,40,4,36.85731110646972,23.48148148148148,16.87142857142857,16.87142857142857,15.051851851851852,15.051851851851852,834.3458848123581,279.0581619369146,279.0581619369146,2.8306990034958375,0.8555555555555543,23.716129844787385,1089.0740805976213,782.6148551143931,0.7186057120053202
